25	1	1	-1.0	-1.0
30	1	2	-1.0	-1.0
22	3	3	0.0	-2.0
23	3	3	0.0	-2.0
24	4	2	-0.5	-6.0
33	3	4	0.0	-2.0
21	1	1	-1.0	-1.0
27	4	2	-0.5	-6.0
28	4	3	-0.5	-6.0
29	4	3	-0.5	-6.0
29	1	2	-1.0	-1.0
28	1	1	-1.0	-1.0
24	3	2	0.0	-2.0
21	3	2	0.0	-2.0
19	4	1	-0.5	-6.0
32	3	4	0.0	-2.0
31	1	3	-1.0	-1.0
30	4	4	-0.5	-6.0
30	4	4	-0.5	-6.0
31	4	3	-0.5	-6.0
22	1	1	-1.0	-1.0
23	1	2	-1.0	-1.0
24	3	3	0.0	-2.0
33	3	2	0.0	-2.0
21	4	1	-0.5	-6.0
27	3	1	0.0	-2.0
25	1	3	-1.0	-1.0
