17	1	2019001	1	3	23	3	1	1
17	2	2019001	1	3	23	3	1	1
17	3	2019001	1	3	23	3	1	1
17	4	2019001	1	3	23	3	1	1
17	5	2019001	1	3	23	3	1	1
18	1	2019001	1	3	23	3	1	1
18	2	2019001	1	3	23	3	1	1
18	3	2019001	1	3	23	3	1	1
18	4	2019001	1	3	23	3	1	1
18	5	2019001	1	3	23	3	1	1
30	6	2019001	1	3	23	3	1	0
30	7	2019001	1	3	23	3	1	0
37	1	2019001	1	3	23	3	2	1
37	2	2019001	1	3	23	3	2	1
37	3	2019001	1	3	23	3	2	1
37	4	2019001	1	3	23	3	2	1
37	5	2019001	1	3	23	3	2	1
38	1	2019001	1	3	23	3	2	1
38	2	2019001	1	3	23	3	2	1
38	3	2019001	1	3	23	3	2	1
38	4	2019001	1	3	23	3	2	1
38	5	2019001	1	3	23	3	2	1
33	6	2019001	1	3	23	3	2	0
33	7	2019001	1	3	23	3	2	0
17	1	2019005	1	3	21	1	1	1
17	2	2019005	1	3	21	1	1	1
17	3	2019005	1	3	21	1	1	1
17	4	2019005	1	3	21	1	1	1
17	5	2019005	1	3	21	1	1	1
18	1	2019005	1	3	21	1	1	1
18	2	2019005	1	3	21	1	1	1
18	3	2019005	1	3	21	1	1	1
18	4	2019005	1	3	21	1	1	1
18	5	2019005	1	3	21	1	1	1
23	6	2019005	1	3	21	1	1	1
23	7	2019005	1	3	21	1	1	1
43	1	2019005	1	3	21	1	2	1
43	2	2019005	1	3	21	1	2	1
43	3	2019005	1	3	21	1	2	1
43	4	2019005	1	3	21	1	2	1
43	5	2019005	1	3	21	1	2	1
43	1	2019005	1	3	21	1	2	1
43	2	2019005	1	3	21	1	2	1
43	3	2019005	1	3	21	1	2	1
43	4	2019005	1	3	21	1	2	1
43	5	2019005	1	3	21	1	2	1
43	6	2019005	1	3	21	1	2	1
43	7	2019005	1	3	21	1	2	1
17	1	2019003	1	3	15	2	1	0
17	2	2019003	1	3	15	2	1	0
17	3	2019003	1	3	15	2	1	0
17	4	2019003	1	3	15	2	1	0
17	5	2019003	1	3	15	2	1	0
17	6	2019003	1	3	15	2	1	0
17	7	2019003	1	3	15	2	1	0
37	1	2019003	1	3	15	2	2	0
37	2	2019003	1	3	15	2	2	0
37	3	2019003	1	3	15	2	2	0
37	4	2019003	1	3	15	2	2	0
37	5	2019003	1	3	15	2	2	0
37	6	2019003	1	3	15	2	2	0
37	7	2019003	1	3	15	2	2	0
18	1	2019007	1	3	21	1	1	1
19	2	2019007	1	3	21	1	1	1
19	3	2019007	1	3	21	1	1	1
18	4	2019007	1	3	21	1	1	1
19	5	2019007	1	3	21	1	1	1
44	1	2019007	1	3	21	1	2	1
44	2	2019007	1	3	21	1	2	1
44	3	2019007	1	3	21	1	2	1
44	4	2019007	1	3	21	1	2	1
44	5	2019007	1	3	21	1	2	1
13	1	2019006	1	1	35	3	1	0
13	2	2019006	1	1	35	3	1	0
13	3	2019006	1	1	35	3	1	0
13	4	2019006	1	1	35	3	1	0
13	5	2019006	1	1	35	3	1	0
13	6	2019007	1	2	21	1	1	0
13	7	2019007	1	2	21	1	1	0
17	1	2019007	1	3	21	3	1	1
17	2	2019007	1	3	21	3	1	1
17	3	2019007	1	3	21	3	1	1
17	4	2019007	1	3	21	3	1	1
17	5	2019007	1	3	21	3	1	1
17	6	2019007	1	3	21	3	1	1
17	7	2019007	1	3	21	3	1	1
18	1	2019007	1	3	21	3	2	1
18	2	2019007	1	3	21	3	2	1
18	3	2019007	1	3	21	3	2	1
18	4	2019007	1	3	21	3	2	1
18	5	2019007	1	3	21	3	2	1
18	6	2019007	1	3	21	3	2	1
18	7	2019007	1	3	21	3	2	1
15	1	2019009	1	3	16	4	1	1
15	2	2019009	1	3	16	4	1	1
15	3	2019009	1	3	16	4	1	1
15	4	2019009	1	3	16	4	1	1
15	5	2019009	1	3	16	4	1	1
